GeneName,FoldChange,Pvalue,Padj
OTU deubiquitinase 4,0.44034305,0.033835955,0.061744796
mediator complex subunit 19,0.379216767,0.033860184,0.061783824
NA,1.137511364,0.033881049,0.061816707
"MON1 homolog A, secretory trafficking associated",-0.524011481,0.033904191,0.06185374
NA,1.509689804,0.033920464,0.061878235
NA,-0.707945187,0.033986929,0.06199428
TATA element modulatory factor 1,0.446898904,0.034000492,0.062013817
chromosome 18 open reading frame 32,-0.646534525,0.034010515,0.062026894
transmembrane serine protease 11D,2.502934603,0.034015761,0.062031259
DDB1 and CUL4 associated factor 13 pseudogene 3,1.41472594,0.03403113,0.06205408
"small nucleolar RNA, C/D box 14E",1.411738803,0.034056333,0.062094828
microRNA 563,3.212931403,0.034060121,0.062096528
ADP ribosylation factor like GTPase 17A,1.436964415,0.034064135,0.062098638
harbinger transposase derived 1,0.624227632,0.034098087,0.06215532
H3 clustered histone 13,2.342738786,0.034107757,0.062167735
MIR600 host gene,-0.587092712,0.034183132,0.062299898
heat shock protein family E (Hsp10) member 1 pseudogene 8,3.137602179,0.034208279,0.062340501
dynactin subunit 5,0.521874572,0.034215446,0.062348337
cyclin E1,-0.775628026,0.034241068,0.062389798
RUN and FYVE domain containing 2,0.581679664,0.034264304,0.062426902
"myomaker, myoblast fusion factor",-4.322890863,0.034283835,0.062457253
serine/threonine kinase like domain containing 1,-0.467895155,0.034291119,0.062465288
myosin binding protein H like,-0.989443004,0.034329612,0.06252751
X-prolyl aminopeptidase 2,1.103622822,0.034331028,0.06252751
GOLGA2 pseudogene 9,-4.463174486,0.034405339,0.062657604
thyrotropin releasing hormone receptor,2.680388964,0.03443755,0.062711012
shroom family member 2,-0.739210369,0.034474377,0.062772817
RIB43A domain with coiled-coils 1,0.848141464,0.034479747,0.062777337
mitochondrial ribosomal protein L22,-0.479319599,0.034527756,0.062859483
cullin associated and neddylation dissociated 2 (putative),-0.527080736,0.034580113,0.062949529
transcription factor AP-2 alpha,1.175271622,0.034672741,0.063112866
ERI1 exoribonuclease family member 2,0.667569245,0.034685199,0.063130256
"transducer of ERBB2, 2 pseudogene 1",1.497635892,0.034739522,0.063223837
"small nucleolar RNA, H/ACA box 28",3.055804994,0.03476501,0.063264927
slit guidance ligand 3,-1.301127414,0.034774987,0.063277787
basonuclin 1,2.471737287,0.034898524,0.063497264
titin,0.593756307,0.034931882,0.06355264
ribosomal protein S7,0.695276775,0.034942938,0.063567435
aldo-keto reductase family 1 member B,-0.381883017,0.034953465,0.063581265
sarcoma antigen 1,-4.838786671,0.034976367,0.063617601
armadillo repeat containing 9,-0.562492567,0.034992575,0.063636461
aspartate rich 1,1.355583215,0.03499492,0.063636461
BASP1 antisense RNA 1,0.901450088,0.034995517,0.063636461
grainyhead like transcription factor 3,-2.179172348,0.035011257,0.06365976
NA,-2.949564673,0.035070503,0.063762151
NA,2.222629992,0.035175866,0.063948366
inhibitor of DNA binding 2,0.641300693,0.035225356,0.064032982
G3BP stress granule assembly factor 2,-0.54306482,0.035230556,0.06403708
H2A clustered histone 8,1.370646673,0.035240622,0.064046915
H2B.W histone 1,3.56123793,0.035243105,0.064046915
alpha-2-macroglobulin like 1 pseudogene,1.315671798,0.035244805,0.064046915
"RAB5A, member RAS oncogene family",-0.542676336,0.035251444,0.064053627
small ubiquitin like modifier 4,2.182529773,0.03525504,0.064054808
NA,1.946552871,0.035291403,0.064115517
ubiquitin specific peptidase 12,-0.513265091,0.035316093,0.064155011
usherin,-0.978634381,0.035324598,0.0641651
C-X-C motif chemokine ligand 13,2.613331114,0.035349713,0.064205356
solute carrier family 28 member 3,3.049922316,0.035358655,0.064216233
microtubule interacting and trafficking domain containing 1,0.630287823,0.035388821,0.06426565
protein phosphatase 2 regulatory subunit B'delta,-0.420987697,0.035403304,0.06428658
secreted protein acidic and cysteine rich,-0.701527947,0.035407519,0.064288865
coiled-coil domain containing 78,0.722078601,0.035414539,0.064296242
chromosome 8 open reading frame 44,0.428631774,0.035424135,0.064308293
aminoacylase 1,-0.604132566,0.035438682,0.06432933
transcription elongation factor A3,-0.662748645,0.035474937,0.064389764
sphingomyelin phosphodiesterase 4,0.464181744,0.035480414,0.064394331
chromosome 6 open reading frame 201,1.410517297,0.035508481,0.06443989
mitochondrial fission regulator 1 like,-0.355745197,0.03552848,0.064470802
centrosomal protein 83,0.742300612,0.035560337,0.064523225
sarcoglycan zeta,-1.15769518,0.035606514,0.064597917
transmembrane protein 184C,0.436930234,0.035608707,0.064597917
PARD6G antisense RNA 1,0.877431601,0.035610415,0.064597917
MAPK regulated corepressor interacting protein 1,-0.524529694,0.035623601,0.064616445
carbonic anhydrase 9,1.496247363,0.035657874,0.064667933
activin A receptor type 1B,0.522636339,0.035657936,0.064667933
NA,3.339311547,0.035674998,0.064693481
UVRAG divergent transcript,3.128379519,0.035708082,0.064748075
proline rich 35,-3.370252507,0.035758595,0.06483426
transmembrane protein 245,-0.535087183,0.035772146,0.064849843
7-dehydrocholesterol reductase,-0.544789813,0.035773457,0.064849843
GLI pathogenesis related 2,-0.977906584,0.035776138,0.064849843
methionyl aminopeptidase 1,0.390160837,0.035782872,0.064856641
GC-rich promoter binding protein 1,0.50065737,0.035848131,0.064969509
NA,0.958430667,0.035874548,0.065011965
"adhesion G protein-coupled receptor E4, pseudogene",-2.392965677,0.035923001,0.065094347
butyrophilin subfamily 2 member A1,0.445532468,0.035933261,0.065107512
NA,1.687333365,0.035943803,0.065121185
scavenger receptor cysteine rich family member with 4 domains,-0.816771149,0.035947238,0.065121982
transferrin receptor 2,-0.829461163,0.035981515,0.065178646
transmembrane channel like 8,-0.735610328,0.036023105,0.065248549
PWWP domain containing 4,-2.335898501,0.03602738,0.065250855
pro-melanin concentrating hormone,3.25205456,0.036063246,0.065310373
transmembrane protein 237,0.451371533,0.036100069,0.065371613
zinc finger CCCH-type containing 6,0.567651692,0.03610433,0.065373884
neuregulin 4,-0.711111464,0.036153033,0.06545662
neuronal cell adhesion molecule,-0.807069124,0.036175091,0.065491102
mitochondrial ribosomal protein L16,-0.436850175,0.036199393,0.065529642
Ras suppressor protein 1,0.419749753,0.036252417,0.065620165
nuclear receptor corepressor 1,0.495067296,0.03625571,0.065620662
metaxin 2,-0.441739371,0.036261398,0.065625493
NA,0.779593713,0.036280079,0.065653837
NA,0.73635426,0.036296608,0.065678282
heat shock protein 90 alpha family class B member 1,-0.405835864,0.036307348,0.065692248
FKBP prolyl isomerase 10,0.803736399,0.036327533,0.065723299
NA,-2.34845086,0.03633231,0.065726473
long intergenic non-protein coding RNA 1118,-2.25770549,0.036376721,0.065801098
serine and arginine rich splicing factor 10,0.882612016,0.036379615,0.065801098
NA,1.143009384,0.036393814,0.065816518
regulator of G protein signaling 16,0.997089034,0.036394194,0.065816518
long intergenic non-protein coding RNA 540,-3.116596709,0.036409693,0.065839069
NA,1.79082332,0.036469655,0.065942013
poly(ADP-ribose) polymerase family member 15,-1.993974408,0.03653554,0.066055649
natriuretic peptide A,-0.746911069,0.036544681,0.066066682
"protocadherin gamma subfamily B, 2",0.537811203,0.036596565,0.066154979
SPARC related modular calcium binding 1,0.699025004,0.036620187,0.066192175
ATP/GTP binding protein like 1,1.807592055,0.036635806,0.066214903
protein O-glucosyltransferase 1,0.546112049,0.036642208,0.066220968
cyclin dependent kinase inhibitor 1C,-1.0239254,0.036653693,0.066236218
ZFP36 ring finger protein like 1,0.745380666,0.036658729,0.066239813
uncharacterized LOC100506235,0.701355733,0.036662661,0.066241412
amyloid beta precursor protein binding family B member 1 interacting protein,-0.960014263,0.036683646,0.066273819
ring finger protein 148,-3.189125794,0.036691186,0.066281934
artemin,0.880695886,0.036756519,0.066394441
Rap1 GTPase-GDP dissociation stimulator 1,-0.592064329,0.036781237,0.066433568
lipin 1,-0.526157897,0.036786995,0.066434021
long intergenic non-protein coding RNA 1431,-1.019670744,0.036787599,0.066434021
microRNA 1180,-2.490246454,0.036801045,0.066452784
NA,-1.250523102,0.036859698,0.066553168
long intergenic non-protein coding RNA 207,-3.483314774,0.036893271,0.066608255
"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated",0.785927533,0.036909944,0.066632824
MIR9-1 host gene,0.605525259,0.036925177,0.066654788
carboxypeptidase A4,-1.583815583,0.036928852,0.066655888
adaptor related protein complex 2 subunit alpha 2,-0.51394604,0.036945558,0.06667906
T cell receptor alpha constant,-1.375659056,0.036947824,0.06667906
synaptonemal complex protein 1,3.122959079,0.036961887,0.066698904
"protein phosphatase, Mg2+/Mn2+ dependent 1B",-0.392231722,0.036996243,0.06675024
WASH complex subunit 2C,0.478447495,0.036996476,0.06675024
glycerol-3-phosphate dehydrogenase 1 like,0.459842817,0.037013412,0.066775254
pancreatic lipase related protein 1,2.887168887,0.037056847,0.066848067
family with sequence similarity 135 member B,-0.856917501,0.037147465,0.067005976
microRNA 670,-3.932765358,0.037171094,0.067043036
complement component 4 binding protein alpha,-1.419975824,0.037386521,0.067425994
RAN binding protein 9,-0.410631058,0.037390501,0.067427578
myotubularin related protein 7,-0.535121457,0.037400187,0.067439451
serine protease 53,0.604310539,0.037448338,0.067519663
major facilitator superfamily domain containing 2B,1.226987449,0.037450881,0.067519663
opsin 5,-1.944032947,0.037465453,0.067540333
NA,-2.056309764,0.037476134,0.067553987
"2,4-dienoyl-CoA reductase 2",0.608018101,0.037546476,0.067675173
exosome component 7,0.391071175,0.037569345,0.067710779
"small nucleolar RNA, C/D box 14B",1.138532705,0.037586981,0.067736949
cadherin 10,-0.962744998,0.03769241,0.067921316
nudix hydrolase 4B,-0.729531635,0.037708629,0.067944912
suprabasin,-2.274084658,0.037727696,0.067973634
long intergenic non-protein coding RNA 861,-1.730480797,0.037779912,0.068062071
DNA damage regulated autophagy modulator 2,0.654359749,0.03779838,0.068089699
ECSIT signaling integrator,-0.539289977,0.037806798,0.06809922
NA,-2.654716318,0.037818069,0.068113879
hemoglobin subunit delta,-3.82641666,0.037824118,0.068119131
microRNA 573,0.866974125,0.037834119,0.068131374
kynureninase,-2.304034675,0.037837184,0.068131374
solute carrier family 38 member 3,-0.709975384,0.037924974,0.068283799
microRNA 1271,2.834868163,0.037928971,0.06828534
NA,-2.792253214,0.03797497,0.068362493
carbohydrate sulfotransferase 8,-0.932948873,0.038006475,0.068413542
fucosyltransferase 2,0.694923889,0.038069648,0.068521583
growth hormone regulated TBC protein 1,0.708455371,0.038122167,0.068610433
adhesion G protein-coupled receptor A2,-0.626445249,0.038135459,0.068628675
phospholipase C gamma 2,-0.834754981,0.038167433,0.06868053
grancalcin,-0.797136938,0.038222447,0.068773833
salt inducible kinase 2,-0.626059198,0.038236242,0.068792961
dual specificity phosphatase 26,-0.514913485,0.038299897,0.068901784
solute carrier family 14 member 2,1.355039651,0.038317043,0.068926926
microRNA 4256,3.489959239,0.038354331,0.068988294
protein kinase cAMP-activated catalytic subunit beta,-0.610559481,0.038374706,0.069017147
nucleosome assembly protein 1 like 4,0.391988881,0.038376721,0.069017147
long intergenic non-protein coding RNA 1988,1.36650068,0.038461959,0.06916472
long intergenic non-protein coding RNA 205,0.717861032,0.038470467,0.069173446
COPI coat complex subunit alpha,-0.292945887,0.038473176,0.069173446
cell division cycle 25B,-0.634286421,0.0384851,0.069189164
ribosomal RNA processing 8,0.414555328,0.038489273,0.069190945
long intergenic non-protein coding RNA 920,-1.868436239,0.038513381,0.069228559
NA,-3.309108948,0.038542496,0.069275166
nuclear receptor interacting protein 1,0.606759248,0.038559388,0.069299798
NA,-1.245045762,0.038571317,0.069315507
chromosome 4 open reading frame 48,-0.576527901,0.038601477,0.069363972
spermidine synthase,0.736669763,0.038616049,0.069384423
"meteorin like, glial cell differentiation regulator",0.64603429,0.038630289,0.069404273
keratin associated protein 5-8,-1.747523748,0.038689212,0.069504392
"small nucleolar RNA, C/D box 17",1.918969887,0.038714303,0.069543721
"family with sequence similarity 86, member A pseudogene",-0.795688905,0.038731243,0.069562964
DiGeorge syndrome critical region gene 6 like,-0.486902867,0.038731414,0.069562964
homeobox containing 1,0.748196313,0.038788745,0.069660178
NGG1 interacting factor 3 like 1,-0.51619314,0.0388393,0.069745207
TIPARP antisense RNA 1,1.136657377,0.038890341,0.069831095
speckle type BTB/POZ protein,0.3108267,0.038902379,0.069846942
ADAM metallopeptidase domain 19,0.678191844,0.038920898,0.069865164
terminal nucleotidyltransferase 4A,0.467285867,0.038921245,0.069865164
taxilin gamma,0.380727055,0.03892309,0.069865164
Fc fragment of IgG receptor IIa,-0.884622555,0.038925382,0.069865164
heat shock protein family E (Hsp10) member 1,-0.423419343,0.039024914,0.070038027
"RAB3C, member RAS oncogene family",-1.223014901,0.039054618,0.070085551
centrosomal protein 70,0.550808912,0.039168907,0.070284846
mitofusin 1,0.459576888,0.039204246,0.070342454
DnaJ heat shock protein family (Hsp40) member C15,-0.601951675,0.039211622,0.070349882
embryonic stem cell related,-2.882942819,0.039220315,0.070359672
H2A clustered histone 18,2.434466671,0.039253956,0.070414213
"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5",0.545112019,0.039291869,0.070476406
pyruvate dehydrogenase phosphatase regulatory subunit,0.677239019,0.039318807,0.070518907
"proteasome 26S subunit, non-ATPase 4",-0.409816917,0.039382534,0.070627376
collagen type VI alpha 4 pseudogene 1,2.769839142,0.039404933,0.070661716
"secretoglobin family 1B member 2, pseudogene",-0.755762392,0.03941097,0.070665711
zinc finger CCCH-type containing 18,0.565312209,0.039413661,0.070665711
long intergenic non-protein coding RNA 319,1.410171373,0.039427356,0.070684435
phosducin,1.098276748,0.039436168,0.070694403
solute carrier family 6 member 16,0.714809822,0.039442033,0.070699088
adrenoceptor beta 2,-0.834770554,0.039456774,0.070719681
SMG1 pseudogene 1,0.871807199,0.039476315,0.070748872
"small nucleolar RNA, C/D box 60",1.843184736,0.039559382,0.070891899
"BCAR3 adaptor protein, NSP family member",-0.553262439,0.039608572,0.0709742
solute carrier family 9 member A4,2.685963083,0.039623765,0.070995571
uncharacterized LOC100129620,1.097612518,0.039632955,0.071006186
zinc finger protein 474,1.628222534,0.039678624,0.07108215
sprouty RTK signaling antagonist 1,0.483099477,0.039702816,0.071119627
estrogen related receptor alpha,-0.461780482,0.039711761,0.07112979
PIN2 (TERF1) interacting telomerase inhibitor 1,0.504825043,0.039764167,0.071215379
transmembrane protein 253,-0.978694654,0.039766096,0.071215379
selenocysteine lyase,-0.459850091,0.039773746,0.071223211
RB transcriptional corepressor 1,0.578319229,0.039804392,0.07127222
osteoclastogenesis associated transmembrane protein 1,-0.481488337,0.039811256,0.07127864
solute carrier family 43 member 1,-0.770112103,0.039854233,0.071349709
GCSAML antisense RNA 1,3.175780746,0.039913103,0.07144922
NA,2.338222643,0.039931567,0.071476388
mitochondrial ribosomal protein S10,-0.457350554,0.039935691,0.071477884
X-ray repair cross complementing 3,0.657103347,0.039942348,0.071483914
zinc finger protein 652,0.666459833,0.039947834,0.071487847
uncharacterized LOC100288254,3.572935358,0.040053083,0.071670295
solute carrier family 40 member 1,0.578691482,0.040085492,0.071722384
ephrin A4,1.033901425,0.040181595,0.071888418
Morf4 family associated protein 1 like 1 pseudogene,-0.388221324,0.040185898,0.0718902
COPI coat complex subunit zeta 1,0.331611461,0.040208274,0.071924311
"small nucleolar RNA, C/D box 20",1.565164349,0.040241072,0.071975503
"RAP1A, member of RAS oncogene family",-0.65642477,0.040243513,0.071975503
dynein axonemal heavy chain 6,-0.503956372,0.040267882,0.072013162
ISM1 antisense RNA 1,3.513250734,0.040277355,0.072023516
ankyrin repeat and SOCS box containing 12,1.755503697,0.040280297,0.072023516
