	SRR1554535	SRR1554537	SRR1554539	SRR1554556	SRR1554561	SRR1554566	SRR1554567	SRR1554568
340357	0	0	0	0	0	0	0	0
340359	17	5	17	16	52	0	1	0
340371	6535	6913	3543	10801	5643	7092	8647	7537
340385	263	637	180	406	338	814	594	520
340390	196	389	241	477	223	557	276	870
340393	40	182	25	49	80	157	108	88
340419	827	89	1245	796	1693	77	145	33
340441	0	0	0	0	0	0	0	0
340481	2316	2308	2427	2643	1294	1828	2860	1945
340485	45	344	108	248	144	229	314	237
340508	51	0	30	52	54	0	5	2
340515	4	0	5	4	7	5	2	1
340526	1425	2468	1451	1636	2692	4436	4094	4111
340527	35	51	82	59	105	75	69	63
340529	185	21	187	185	280	6	88	4
340533	657	5902	1253	842	800	3274	5419	3698
340542	2069	777	1922	1990	1989	400	1088	350
340543	1844	1073	1483	2371	1624	1785	2263	1555
340547	27	5	29	34	34	4	18	1
340554	533	560	764	653	562	444	688	512
340562	4	6	10	14	4	9	13	17
340578	108	202	146	120	143	201	289	149
340591	250	376	201	279	414	409	317	264
340595	6	1	5	6	15	1	12	1
340596	2	0	8	33	12	3	11	6
340602	5	6	3	10	20	12	23	12
340618	0	0	0	0	0	0	0	0
340654	0	0	0	0	0	0	0	0
340665	5	15	4	5	7	3	12	6
340706	17	70	37	83	58	81	81	35
340719	265	369	209	260	165	556	821	376
340745	21	6	24	35	30	36	136	47
340784	0	0	0	0	0	0	0	0
340811	0	0	0	0	0	0	1	0
340895	13	25	11	10	12	37	18	33
340900	0	0	0	0	0	0	0	0
340980	0	0	0	0	0	0	2	2
340990	6	10	8	11	6	68	18	44
341	52	43	57	196	58	48	47	16
341019	1	6	6	1	2	6	6	3
341032	0	4	0	1	0	0	0	0
341056	0	0	1	0	0	1	0	0
341112	0	0	0	0	0	1	0	0
341116	0	0	0	0	0	0	0	0
341152	0	0	0	0	0	0	1	0
341208	5	1	7	4	0	4	13	5
341276	3	0	1	0	2	1	1	0
341277	3	10	2	7	5	0	8	5
341346	7	7	7	20	5	3	2	4
341350	5	85	15	5	0	13	8	12
341359	21	4	63	37	78	55	178	13
341392	8	15	11	6	9	27	12	17
341405	3	1	4	7	4	3	2	1
341416	0	0	0	0	0	0	0	0
341418	0	0	0	0	0	0	0	0
341567	14	17	17	23	10	14	26	10
341568	1	3	2	4	2	0	0	0
3416	541	944	539	839	300	956	995	897
341640	105	321	94	527	95	159	369	104
341676	10	24	15	24	15	47	23	22
3417	827	6837	469	1242	490	7782	7166	5815
341799	0	0	0	0	0	0	0	0
3418	2115	3528	1530	3346	3050	6076	3907	3477
341880	22	12	19	22	17	13	101	13
341883	15	34	24	27	31	123	74	111
3419	5722	1705	4966	5596	4375	1559	2337	1504
341947	0	1	1	5	1	1	1	1
342	0	1	4	0	1	3	3	0
3420	2535	2604	2079	2775	2938	3363	3064	2114
342035	1319	10	902	5783	297	23	28	11
342096	2	0	2	13	2	3	1	0
3421	1931	2048	1486	1737	2114	2236	2212	1574
342125	4	76	17	14	9	43	33	46
342132	68	226	89	83	79	174	284	178
342184	1031	27	1891	1104	1330	50	100	32
3422	4923	3773	3276	4949	2194	4714	5424	3902
3423	53179	20666	67077	48935	66985	10396	22874	12423
342346	40	12	24	41	27	49	20	30
342357	266	2711	442	580	347	3236	3211	3134
342371	1349	1846	1319	2481	1813	1968	2203	1660
342372	35	69	43	52	46	89	124	66
3425	439	1173	408	442	868	1314	958	1140
342510	1	0	0	1	0	0	0	1
342527	9	41	9	14	13	50	93	25
342538	6	62	3	12	3	63	36	55
342574	0	0	0	0	0	0	1	0
3426	40	19	55	76	23	66	99	45
342618	0	0	1	0	0	8	1	2
342666	2	0	3	6	6	0	1	0
342667	3345	866	2491	1682	4590	74	145	79
3428	292	483	246	559	92	476	647	329
342850	1	3	7	3	7	0	1	2
342865	1112	450	899	1877	1507	304	1622	251
342892	42	379	33	85	26	359	426	342
342897	0	7	0	1	2	20	31	11
342898	1	0	0	0	0	0	0	0
3429	434	37	372	718	308	37	109	24
342900	0	0	0	0	0	0	0	0
342908	300	357	179	492	99	629	461	548
342909	64	464	93	119	92	506	464	535
342918	73	48	87	94	33	25	61	21
342926	44	733	46	92	61	616	824	707
342931	0	0	0	0	0	0	0	0
342933	3	2	2	3	3	2	3	3
342945	176	588	153	252	203	471	432	503
342977	116	252	102	133	216	125	237	115
342979	109	575	60	113	111	424	447	353
343	10	17	9	8	9	14	30	10
3430	102	38	61	179	100	48	64	37
343035	2	0	2	5	1	22	18	0
343052	1	14	2	1	6	7	4	6
343066	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0
343069	0	0	0	0	0	0	0	2
343070	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0
343099	48	340	48	76	18	681	335	407
3431	106	89	83	192	48	211	90	124
343169	2	5	0	0	0	0	1	0
343171	58	69	78	84	147	38	113	24
343172	10	2	5	5	3	1	14	8
343173	0	0	0	0	0	0	0	0
343263	28	8	25	37	14	24	28	22
3433	548	40	374	1082	210	61	179	31
3434	1461	66	1295	1722	1110	145	306	112
343406	0	0	0	0	0	0	0	0
343413	2	2	7	9	0	1	3	2
343450	526	1608	711	631	350	1288	1167	1128
343472	4	2	2	1	4	18	70	9
343477	3	2	0	3	1	3	6	4
343505	0	1	0	0	0	0	0	0
343521	1	5	1	5	0	10	5	3
343563	0	0	0	0	0	0	0	0
343578	2	0	0	4	2	2	7	1
343637	35	3	32	82	83	26	28	20
343641	0	0	0	0	0	1	0	0
3437	765	74	592	1220	408	93	354	57
343702	30	1091	79	76	146	938	946	993
3439	1	0	1	1	0	0	0	0
343930	1	0	0	0	1	0	0	0
343990	3116	42	3193	2326	6581	43	75	22
344	59	16	24	112	42	6	9	2
3440	0	0	2	7	4	0	1	0
344018	0	0	0	0	0	0	0	0
344022	0	0	0	0	0	0	0	0
3441	0	0	0	0	1	0	0	0
344148	235	2141	107	570	106	2103	1421	1862
344167	0	3	0	1	3	1	2	1
344191	0	0	0	0	0	0	0	0
3442	0	0	0	0	0	0	0	0
3443	2	0	0	1	3	0	0	0
344387	4	8	10	2	5	8	23	10
3444	0	0	0	0	0	0	0	0
344405	37	46	44	34	30	33	125	52
344454	1	0	0	14	2	0	2	0
3445	3	0	3	4	5	0	0	0
344558	592	4521	663	684	1128	2362	4100	2084
344561	2	1	7	6	3	1	1	0
344595	324	727	339	601	202	807	885	575
3446	0	0	0	0	0	0	0	0
344657	3	3	5	6	8	9	5	2
344658	2	0	1	1	0	1	0	1
3447	3	0	6	11	2	0	0	0
344752	0	0	0	0	0	0	0	0
344758	7	9	26	15	30	7	13	9
344787	22	196	49	24	32	382	171	375
3448	0	1	1	0	0	0	1	2
344805	2	17	1	6	0	10	8	20
344807	1	0	0	2	3	0	0	0
344838	58	31	127	73	117	45	113	30
344875	0	5	0	1	1	7	4	5
344887	0	0	1	0	0	0	0	0
344892	0	0	0	0	0	0	0	0
3449	0	0	0	0	0	0	0	0
344901	9	58	43	24	13	10	9	4
344905	60	31	28	93	30	21	47	19
344967	3	4	1	2	0	6	4	3
345	0	0	0	0	0	1	0	0
345051	6	12	4	9	9	7	3	6
345062	1	2	1	3	1	1	1	0
345079	465	285	814	455	896	126	121	100
3451	0	0	0	1	0	0	0	0
345193	33	40	45	59	53	27	27	48
3452	7	9	1	6	5	5	6	3
345222	74	61	111	108	163	31	60	15
345274	6	4	7	15	6	3	3	3
345275	26	28	32	35	24	9	19	2
3454	2388	4037	2576	3128	1771	4366	5531	4086
345456	0	8	0	0	0	7	11	12
345462	129	362	101	136	49	409	546	380
3455	249	417	280	530	247	507	722	438
345557	1160	186	1321	1278	1158	288	770	732
3456	0	0	2	0	0	0	0	0
345611	0	0	1	0	1	2	0	1
345630	954	1102	585	786	1310	923	1650	753
345643	2	0	3	0	2	6	0	0
345651	0	0	0	0	0	0	0	0
345757	1083	334	788	1172	1078	244	506	197
345778	1057	2379	2025	1860	1225	2391	2866	2272
3458	0	0	0	0	0	0	0	0
345895	54	74	60	55	28	239	167	136
3459	1285	1205	835	2004	670	1147	1470	1129
345930	43	82	45	84	23	58	135	91
346	0	3	2	1	1	3	2	0
3460	1019	1654	1100	1309	1026	1223	1919	1172
346007	32	133	45	70	24	204	197	203
346157	98	204	163	123	171	134	274	207
346171	0	0	0	0	0	0	0	0
346288	1	0	0	0	0	0	2	0
346389	2	4	6	7	15	5	31	2
346517	3	1	0	1	1	0	0	0
346525	0	0	0	0	0	0	0	0
346528	0	0	0	1	1	0	0	0
346562	0	2	0	0	0	0	1	0
346606	0	0	0	0	0	0	0	0
346653	45	83	41	112	85	80	93	86
346673	1	0	0	6	0	0	0	1
346689	30	0	0	0	0	0	2	1
3467	2	1	3	2	1	5	4	1
347	4331	70	3038	12723	2033	237	402	137
347051	35	66	18	26	20	42	73	41
347088	0	2	0	0	1	4	0	2
347127	0	0	0	0	0	2	0	4
347148	1	5	0	4	2	11	4	7
347168	0	0	0	0	0	0	0	0
347169	0	0	0	1	0	1	0	0
347240	107	337	59	91	112	929	291	545
347252	27	4376	41	42	22	6323	3100	5758
347273	65	386	76	157	63	1052	947	1002
347344	150	931	220	380	190	572	714	736
347365	0	2	0	0	0	1	1	0
347376	0	0	0	0	0	0	0	0
347404	19	13	29	25	40	7	18	5
347442	0	0	0	0	0	0	0	0
347454	3	15	1	5	7	7	18	15
347468	0	0	0	0	0	0	0	0
347475	54	15	33	83	19	22	49	10
347487	0	0	0	0	0	0	0	0
3475	1038	2610	921	1650	716	2598	2934	2486
347516	1	1	0	1	1	0	1	1
347517	99	102	46	69	54	118	145	98
347527	3	3	1	1	0	3	2	2
347541	0	0	0	0	0	0	0	0
3476	1164	2797	982	1349	928	2996	2372	1877
347686	0	0	0	0	0	0	0	0
347688	5	3	8	3	3	1	3	4
347689	5878	821	3004	18322	1902	963	2017	784
347694	0	0	8	5	6	0	0	0
347730	721	1699	904	933	1560	473	1639	838
347731	1298	1496	1795	1449	1349	1524	2265	1274
347732	18	28	4	20	12	34	33	35
347733	4712	69868	1449	6939	3180	57352	87751	54155
347734	1017	1742	543	1636	724	1720	1806	1339
347735	8	1012	14	16	12	1372	604	1548
347736	151	73	138	164	118	122	112	106
347741	0	0	0	0	0	0	0	0
347744	15	29	8	35	7	52	29	16
347745	9	8	24	24	48	2	4	2
347746	92	183	89	106	92	171	196	122
347853	3	12	1	7	10	2	2	3
347862	2010	4192	1753	2992	3182	5324	4482	3875
3479	169	194	325	208	163	137	913	68
347902	276	181	183	234	320	426	844	496
347918	84	209	81	112	211	281	260	267
348	11969	328	2823	12339	11068	835	1499	271
3480	1757	10544	2210	2762	2982	8073	8585	8746
348013	44	27	11	63	65	36	28	4
348021	0	0	0	0	0	0	0	0
348093	89	42	92	125	108	74	50	61
348094	665	1266	376	738	553	709	1109	862
3481	1	94	9	7	13	63	143	227
348110	410	1619	401	755	633	1580	1349	1318
348158	0	0	0	0	0	0	0	0
348174	10	12	4	17	20	22	13	13
348180	453	620	403	526	636	888	591	418
3482	1065	3306	1319	2112	1675	3941	2788	3623
348235	1287	3959	881	1416	610	5326	5114	4881
348249	0	0	0	0	0	0	0	0
348254	33	140	52	156	34	57	190	41
348262	2684	3625	1962	2933	3653	3351	3322	2070
3483	22	15	14	13	30	10	23	21
348303	2	5	2	7	1	3	6	4
348327	54	361	68	112	47	579	423	398
348378	6	6	2	3	3	3	8	1
3484	7	16	4	4	7	8	13	11
348487	231	87	186	182	287	108	139	113
3485	461	4152	486	333	507	6596	4562	3177
3486	218	319	387	298	487	504	488	252
348645	2	8	7	4	7	10	3	1
348654	211	701	228	237	87	1323	1054	1051
3487	153	329	210	190	547	576	392	254
348738	1	69	7	9	24	236	64	165
348751	70	9	58	71	71	13	23	6
348761	4	2	8	5	8	4	3	5
348793	162	207	125	209	195	308	285	201
3488	2201	492	1849	3139	2136	7137	13767	2940
348801	329	359	351	431	373	550	512	378
348807	18	166	9	21	41	175	205	137
348808	1	9	0	2	1	1	5	2
348825	5	19	4	8	5	16	16	1
348840	39	0	54	37	37	1	4	0
3489	304	78	269	314	348	13	95	12
348926	68	24	45	71	50	78	42	22
348932	2	0	0	0	0	0	0	0
348938	246	3	90	1040	51	3	7	3
348980	2582	1292	4056	2499	3573	388	809	498
348995	473	1305	352	670	256	2224	1887	1671
3490	1754	799	988	1551	1556	2078	1281	495
349075	140	1829	195	397	141	1662	1409	1689
3491	287	1352	544	632	608	1773	612	1871
349114	397	893	329	450	460	1038	1071	1107
349136	109	896	168	164	331	660	884	622
349149	7	13	11	10	13	18	33	16
349152	208	1117	757	325	834	924	858	908
349196	4	1	2	1	4	11	1	5
3493	1	0	3	8	0	0	0	0
349334	0	1	2	0	2	1	3	3
3494	0	0	0	4	0	0	0	0
349408	0	0	0	0	0	0	0	0
3495	0	0	0	0	1	0	1	0
349565	221	135	135	264	184	426	287	380
349633	0	1	3	3	0	4	4	1
349667	1387	599	1113	1004	2816	401	768	573
3497	0	0	0	0	0	0	0	0
35	298	112	200	446	249	244	204	131
350	0	0	0	1	0	2	2	0
3500	1	0	2	408	1	0	0	0
3501	2	0	0	4	0	0	0	0
3502	0	0	0	2	2	0	0	0
3503	0	0	0	0	0	0	0	0
350383	0	0	0	13	2	1	0	0
3507	0	3	11	10	12	2	5	3
3508	719	1238	720	758	1265	1453	1176	1040
351	60704	43102	66386	97108	79746	30466	58872	27925
3512	4	0	3	21	0	1	4	0
3514	0	0	0	0	0	0	0	0
3516	631	3448	785	2047	620	4156	3048	5139
352887	28	0	0	43	51	0	39	0
352909	11	27	4	8	13	88	24	47
352954	4513	8267	2770	6033	3131	7461	9179	6783
352961	0	0	0	0	0	0	1	0
352990	0	0	0	0	0	0	0	0
352999	4	6	3	1	1	8	18	9
353	400	451	301	514	283	827	545	512
353088	230	597	379	343	210	545	923	561
353091	39	50	49	17	31	27	45	3
353116	1309	1034	1019	1803	1532	1248	1105	978
353131	0	0	0	0	0	0	0	0
353132	0	0	0	0	0	0	0	0
353133	0	0	0	0	0	0	0	0
353134	0	0	0	0	0	0	0	0
353135	0	0	0	0	0	0	0	0
353137	0	0	0	0	0	0	0	0
353139	0	0	0	0	0	0	0	0
353140	0	0	0	0	0	0	0	0
353141	0	0	0	0	0	0	0	0
353142	0	0	0	0	0	0	0	0
353143	0	0	0	0	0	0	0	0
353144	0	0	0	0	0	0	0	0
353145	0	0	0	0	0	0	0	0
353149	88	356	112	110	173	76	146	112
353164	6	0	3	5	0	2	5	2
353174	1	6	5	4	6	13	10	3
353189	63	82	86	72	27	202	185	190
353219	1	0	0	1	0	0	0	0
353238	0	0	0	0	0	0	0	0
353274	1014	10280	1374	1963	1511	9741	11314	8663
353288	0	0	0	0	0	0	0	0
353299	2	1	1	0	1	1	0	0
353322	145	351	125	172	289	118	132	212
353323	0	0	0	0	0	0	0	0
353324	2	2	0	1	0	0	5	3
353332	0	0	0	0	0	0	0	0
353333	0	0	0	0	0	0	0	0
353345	0	0	0	2	0	0	1	1
353355	218	628	236	213	164	535	793	526
353376	0	0	1	1	1	1	5	3
353497	105	64	106	123	174	50	59	47
353500	345	400	356	510	630	492	343	356
353513	0	0	0	0	0	0	0	0
353514	0	0	0	2	1	0	0	0
353515	0	0	0	0	0	0	0	0
3537	0	0	0	0	0	0	0	0
3538	0	0	0	0	0	0	0	0
3539	0	0	0	0	0	0	0	0
354	1	0	0	2	0	0	0	0
3543	0	0	1	3	0	1	3	4
3547	158	11	183	265	135	14	39	19
3549	2	7	5	0	7	4	6	2
355	208	124	116	253	70	66	54	187
3550	2877	4714	2289	3446	3158	7792	7748	5381
3551	714	1451	525	1005	641	2066	1587	1658
3552	7	3	2	10	0	4	3	2
3553	5	3	8	32	3	16	11	2
3554	109	24	113	218	102	102	43	47
3556	355	360	441	440	368	52	325	67
3557	0	1	0	3	2	2	1	0
3558	0	0	0	0	0	0	0	0
3559	0	0	4	4	0	0	0	0
356	0	0	0	3	0	0	1	0
3560	3	5	11	23	17	6	6	4
3561	7	0	11	21	8	5	7	3
3562	0	0	0	0	0	0	0	0
3563	8	38	7	16	7	33	62	33
3565	0	6	1	0	0	1	7	5
3566	145	131	114	243	188	191	135	123
3567	0	0	1	2	0	0	2	1
3568	2	4	0	2	0	6	4	0
3569	1	2	3	3	3	0	0	0
357	1356	1394	1653	1438	2399	1143	3047	1188
3570	68	58	107	178	127	57	41	41
3572	5838	1638	4831	9840	2892	2594	2496	2322
3574	16	147	21	10	4	64	235	132
3575	4	1	18	19	10	10	6	3
3576	2	15	18	33	29	26	6	26
3577	4	0	0	2	1	1	0	0
3578	2	1	1	13	3	0	1	0
3579	5	0	11	3	2	1	0	1
358	1923	30	177	2685	288	775	51	47
3580	1	0	2	0	2	12	1	1
3581	0	1	0	0	0	0	0	0
3586	0	0	1	0	1	0	2	0
3587	74	117	91	135	113	183	105	109
3588	258	415	154	321	144	606	370	364
3589	21	24	22	20	29	36	50	28
359	0	0	0	0	0	7	2	5
3590	490	524	311	593	438	1408	1120	883
3592	50	13	25	48	27	15	73	40
3593	0	1	1	1	1	0	0	0
3594	45	5	36	39	20	5	7	1
3595	137	72	277	206	236	9	126	9
3596	1	0	1	4	2	2	2	1
3597	396	135	342	530	114	336	214	167
359710	0	0	0	0	1	1	0	0
359787	0	0	0	0	0	0	0	0
3598	20	77	33	40	12	35	34	16
359806	0	0	0	0	0	0	1	0
359821	32	45	29	42	22	49	76	46
359822	9	6	15	11	13	1	4	0
359845	181	1398	198	162	243	533	1407	644
359948	2411	7977	1762	4345	2209	9200	8017	10454
36	1626	1218	1854	2107	1331	1163	1856	989
360	27	7	12	50	8	35	10	7
3600	4	3	12	11	1	8	20	13
360023	1329	4215	1476	1972	614	2596	4906	2884
360030	0	0	0	0	0	0	0	0
3601	32	6	31	39	36	4	6	2
360132	50	29	18	40	48	41	34	6
360155	1	6	0	4	2	1	4	5
360200	30	20	26	23	84	29	39	26
360203	0	0	2	0	0	0	0	0
360205	0	0	0	0	0	0	0	0
360226	1	0	0	0	0	0	0	0
3603	124	585	142	208	153	245	327	462
3604	0	0	0	1	0	1	0	2
3605	0	0	0	0	0	0	0	0
3606	15	3	15	50	6	6	6	1
3607	2009	4573	2161	2580	3187	4691	5140	4475
3608	2452	8598	1653	2945	2019	11186	10189	7731
3609	5117	34366	4613	6775	7209	46282	36862	38827
361	21252	72	6282	23093	4548	17	265	30
3611	1964	2949	1514	2500	2023	3584	3246	2580
3612	1867	895	1245	1539	771	837	1052	771
3613	81	159	56	76	102	448	125	245
3614	1121	1923	917	1040	1762	3303	2518	2141
3615	1224	4487	941	1764	1091	5726	4055	3428
3617	43	39	76	128	54	63	66	94
3619	466	2119	761	773	1265	2454	1480	2071
362	35	17	16	26	26	67	60	39
3620	0	0	0	0	0	0	0	3
3621	449	1674	435	562	652	1830	1629	1750
3622	199	447	249	221	189	591	540	492
3623	120	90	78	90	78	125	124	74
3624	8	1124	32	15	25	31	101	71
3625	187	717	57	243	203	1176	685	1146
3626	0	3	2	6	0	8	16	13
3627	4	0	3	17	4	1	1	0
3628	1253	579	880	2563	827	621	1247	443
363	108	19	24	144	36	36	20	30
3630	0	0	0	0	0	0	1	0
3631	3419	6514	5458	3943	5608	4361	5990	4437
3632	1751	970	1585	2181	2138	1541	1406	1139
3633	723	884	575	1281	623	892	1066	657
3635	281	226	206	514	284	292	247	272
3636	1663	1438	906	1969	1855	3256	1457	2227
3638	3423	3082	1974	3763	1673	3655	3866	2439
364	16	1	19	31	98	2	0	0
3640	7	0	0	4	8	0	1	0
3641	0	0	1	0	0	0	0	0
3642	198	3044	135	180	250	1919	2293	2958
3643	1497	4771	1445	3200	1775	4148	4559	4293
3645	3	42	9	6	15	28	69	19
3646	2102	8154	1695	2172	1234	8595	6420	6046
3651	0	0	0	0	0	0	0	0
3652	262	663	255	403	185	871	737	709
3653	1393	1355	844	1190	755	1347	2235	1597
3654	1482	1647	1444	1859	2535	3242	2103	1875
3655	1317	830	798	1963	722	3129	1745	2277
3656	182	174	138	402	193	86	138	84
3658	1154	5278	1669	1763	1137	5050	6702	4894
3659	99	51	114	142	111	90	70	39
366	97	2	202	85	96	1	0	2
3660	536	286	322	751	510	460	521	420
3661	792	461	454	874	906	671	447	447
3662	8	1	6	9	10	7	9	7
3663	106	55	51	94	116	52	45	22
3664	19	2	11	18	25	21	6	1
3665	61	323	70	146	99	346	276	201
3667	454	2506	609	495	1165	3254	2666	3048
3669	46	2	31	71	48	2	2	6
367	18	18	35	20	44	18	25	19
3670	0	0	0	0	0	21	4	0
3671	830	152	673	851	793	625	626	536
3672	105	362	212	309	121	567	452	423
3673	362	1344	343	1504	193	2181	903	2036
3674	147	183	87	97	179	335	147	204
3675	773	1425	987	899	1504	1066	1275	1095
3676	70	96	176	75	91	147	218	85
3678	70	212	63	197	154	407	209	254
3679	1716	1085	996	1786	1859	1425	1297	1085
368	21	26	18	26	23	39	30	14
3680	167	152	432	231	393	347	449	211
3681	0	1	11	4	12	0	3	0
3682	354	420	274	442	238	627	627	451
3683	37	22	31	81	42	23	28	19
3684	100	57	46	158	71	65	56	48
3685	3759	3636	2107	7188	1644	2579	3330	2619
3687	237	74	92	347	159	35	32	53
3688	1816	3474	1377	3732	969	5485	4250	4268
3689	149	122	75	252	82	222	98	86
369	465	893	315	768	541	1315	923	874
3690	8	466	24	36	16	215	152	412
3691	827	76	254	864	881	94	69	50
3692	1062	1445	823	1384	1043	1148	1270	803
3693	765	979	356	1059	676	750	1037	348
3694	0	0	0	0	0	0	0	0
3695	43	13	19	43	27	18	8	8
3696	2703	4475	1759	3418	1098	6874	5799	6837
3697	0	2	1	2	2	0	0	0
3698	67	138	113	105	56	739	516	401
3699	38	22	42	35	67	26	17	25
37	6214	5869	3673	6897	5889	7116	5964	4388
3700	333	361	290	344	336	337	234	343
3702	7	0	12	32	6	0	2	4
3703	1134	3026	889	1903	1132	2210	2885	2612
3704	640	1073	489	820	673	1253	1318	824
3705	9635	3618	7765	11787	13445	5920	4562	4620
3706	1799	33	2374	1648	3720	72	40	34
3707	4196	514	1517	6791	2704	1093	705	698
3708	6776	1607	15192	7800	14778	317	3064	580
3709	1109	566	980	1552	745	538	1997	429
3710	578	911	621	879	786	1205	1066	1149
3712	2535	1947	1750	2915	2436	3258	3125	2120
3713	0	0	0	0	0	0	0	0
3714	1405	3604	1365	1198	2459	2263	2399	1869
3716	2858	3771	3652	3735	2676	3342	3942	2922
3717	472	1021	635	801	434	716	1177	752
3718	285	55	322	315	503	74	60	40
372	3203	4932	3238	4575	2679	5930	6694	4876
3720	675	2261	683	1255	882	2934	3012	2155
3725	2290	4948	2563	3030	4854	10303	5762	8403
3726	739	582	959	1508	2991	753	376	338
3727	2911	1892	2550	2904	4825	2304	1629	2107
3728	668	4212	293	1085	605	3598	4399	3116
373	2623	2910	2894	3261	1790	2134	3187	2214
3730	676	830	562	1150	446	299	2514	460
373156	1112	1028	844	1236	1095	1083	1178	895
3732	737	268	368	1312	512	804	784	218
3735	1661	3464	1443	1762	1454	4482	3863	2990
373509	0	2	1	3	1	2	2	6
3736	2387	6	4183	1883	3093	42	294	56
3737	130	188	1300	404	1476	97	126	94
3738	72	399	254	92	249	162	264	207
373856	1	0	2	0	1	0	2	3
373861	17	2	5	8	11	9	6	5
373863	123	433	85	214	158	396	384	324
3739	221	341	368	326	501	138	248	100
374	0	1	0	1	0	0	0	0
3741	114	11	86	98	312	94	508	19
3742	1358	2403	1921	1806	2035	2701	3593	1930
374286	6	29	7	2	5	18	14	24
374291	2523	1595	1471	2822	2940	1307	1348	998
3743	0	1	0	1	2	1	1	0
374308	0	1	0	0	0	3	3	1
374354	138	1471	288	500	149	983	1142	1174
374355	0	0	0	0	0	0	0	0
374378	718	808	703	780	1288	327	489	238
374383	274	1155	962	491	855	417	1241	392
374387	19	3	17	29	46	0	0	0
374393	0	393	0	3	0	917	426	585
374395	327	397	258	524	294	469	418	301
3744	0	0	3	0	0	0	0	0
374403	64	86	100	128	160	33	89	21
374407	14	33	3	17	15	57	22	34
374443	29	180	21	37	15	215	259	194
374454	0	0	1	0	0	0	1	0
374462	10	5	31	25	17	1	11	3
374467	7	16	11	26	10	44	27	24
374470	5	5	10	6	7	4	2	2
374491	11	58	39	23	16	40	160	29
3745	562	469	2837	1007	3279	173	554	230
374500	385	832	289	721	203	1079	1302	910
374569	16	2	15	14	19	40	8	6
3746	2962	1925	3378	2788	5601	1420	2044	1683
374618	41	158	33	52	17	290	264	298
374650	63	662	74	125	119	382	483	528
374654	162	951	95	170	271	1456	921	1030
374655	897	2569	1102	1766	1994	3112	2398	2482
374659	333	225	233	368	368	260	257	150
374666	660	1036	368	477	549	2099	936	1287
3747	4648	209	5362	3677	5646	490	2431	397
374739	6	24	3	9	18	9	31	19
374768	0	1	0	1	0	2	1	1
374786	50	91	65	91	33	133	155	135
3748	828	602	1515	634	2441	169	338	196
374819	353	485	395	348	332	551	761	711
374860	139	12	186	151	93	17	116	5
374864	34	12	20	28	2	33	35	41
374868	737	751	769	1081	874	1059	887	680
374872	8	3	6	7	9	0	2	1
374875	1823	1205	1539	1854	3140	1652	1824	1338
374877	28	36	11	36	18	14	11	17
374879	34	410	81	81	27	324	363	408
374882	1801	794	1430	2122	2135	927	945	743
374887	1129	1007	1299	1178	2014	898	814	749
374890	65	0	47	66	76	0	0	0
374897	4	0	2	5	18	2	1	6
374899	125	739	126	155	117	718	846	709
3749	1536	641	1766	1566	3388	736	786	393
374900	161	639	190	283	135	751	745	615
374907	5	35	4	10	14	63	35	24
374918	1	0	0	1	0	1	2	1
374920	330	596	326	629	899	610	594	624
374928	75	336	131	141	88	493	432	360
374946	18	4041	20	12	28	2746	5170	2245
374955	0	24	4	5	2	7	9	6
374969	374	2137	257	415	326	1455	1723	1498
374973	0	0	0	4	2	3	0	0
374977	508	144	301	640	749	95	70	73
374986	1809	1175	2910	3716	1841	767	1335	818
374987	8	16	6	4	8	12	18	10
375	11379	10126	8546	12544	13519	8757	11621	6614
3750	248	128	246	246	366	69	92	52
375010	0	5	1	1	0	0	1	1
375033	192	125	153	309	255	247	170	191
375035	21	263	25	87	16	242	275	245
375056	2386	4174	3034	2842	2879	3165	4583	3440
375057	1766	3185	2854	2253	3841	2679	4063	3352
375061	107	57	99	119	73	67	69	28
3751	1287	918	1841	957	1447	657	1670	699
375133	649	1475	657	841	945	1693	1586	1961
375189	11	44	9	19	12	81	72	57
375190	255	233	197	424	154	433	502	228
375196	37	28	31	37	31	27	48	14
3752	200	406	877	372	1502	246	469	245
375248	230	1894	358	396	214	1180	2160	1396
375260	601	781	358	583	740	1217	939	717
375287	195	148	123	174	84	310	402	212
375295	43	0	37	44	50	2	0	0
375298	22	31	40	22	49	48	47	29
3753	2	87	9	5	4	273	324	514
375307	4	1	2	5	4	4	1	1
375316	11	89	25	18	6	83	135	121
375318	0	2	0	1	0	5	0	1
375323	1825	4093	2132	2331	3512	3190	4995	2873
375337	5	1	0	0	2	0	1	0
375341	237	659	182	336	239	825	1059	641
375346	150	459	161	296	219	424	527	420
375387	55	33	53	43	85	61	47	30
3754	2140	913	2368	2163	4215	219	1319	169
375444	83	190	91	123	52	304	193	215
375449	1762	903	2601	2402	3901	821	2146	1085
375484	372	864	241	318	332	1234	910	959
3755	389	1168	509	460	1464	2642	947	2345
375513	39	235	86	120	116	170	187	195
375519	3	12	3	2	3	4	16	6
375567	167	61	242	169	330	30	66	15
375593	10	54	3	8	8	26	32	25
3756	1391	101	3368	1892	3792	219	277	165
375607	86	483	34	43	103	333	726	441
375611	1	20	5	15	6	16	14	18
375612	754	457	588	920	388	728	1381	623
375616	7	72	10	11	18	76	38	44
375686	5	4	5	14	8	11	3	8
375690	8	106	11	19	18	30	53	67
3757	1096	2854	1246	893	2071	1323	1263	1286
